"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","moistureSampleID","horizon","ovenStartDate","ovenEndDate","boatMass","freshMassBoatMass","dryMassBoatMass","soilMoisture","dryMassFraction","smRemarks","smMeasuredBy","dataQF"
"9b2731d6-3b40-4919-a90e-e38a48255c9a","ORNL_046.basePlot.bgc","D07","ORNL","ORNL_046",NA,"2017-11-15T14:21Z","NEON.DOC.014048vJ","ORNL_046-O-24-9-20171115",NA,"ORNL_046-O-24-9-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.16,7.2,5.512,0.503,0.665,NA,"0000-0003-3518-7795",NA
"6679ad92-1da9-4a63-a633-7945be1d8e52","ORNL_046.basePlot.bgc","D07","ORNL","ORNL_046",NA,"2017-11-15T14:25Z","NEON.DOC.014048vJ","ORNL_046-M-24-9-20171115",NA,"ORNL_046-M-24-9-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.17,12.23,10.465,0.213,0.825,NA,"0000-0003-3518-7795",NA
"7bf0018c-3558-413f-bb96-ae6fc47dd5f6","ORNL_046.basePlot.bgc","D07","ORNL","ORNL_046",NA,"2017-11-15T14:28Z","NEON.DOC.014048vJ","ORNL_046-O-6.5-16.5-20171115",NA,"ORNL_046-O-6.5-16.5-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.21,7.2,5.437,0.546,0.647,NA,"",NA
"391361b2-53c0-4e8c-883e-b5b6834f4e9a","ORNL_046.basePlot.bgc","D07","ORNL","ORNL_046",NA,"2017-11-15T14:31Z","NEON.DOC.014048vJ","ORNL_046-M-6.5-16.5-20171115",NA,"ORNL_046-M-6.5-16.5-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.22,12.07,10.091,0.251,0.799,NA,"",NA
"3d84d579-4ed3-4bd7-9b22-19ab1a5c64bc","ORNL_046.basePlot.bgc","D07","ORNL","ORNL_046",NA,"2017-11-15T14:34Z","NEON.DOC.014048vJ","ORNL_046-O-12-32.5-20171115",NA,"ORNL_046-O-12-32.5-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.19,7.22,5.651,0.453,0.688,NA,"0000-0003-3518-7795",NA
"e5e7f5db-93b3-4484-a8ed-13f428ed02cd","ORNL_046.basePlot.bgc","D07","ORNL","ORNL_046",NA,"2017-11-15T14:36Z","NEON.DOC.014048vJ","ORNL_046-M-12-32.5-20171115",NA,"ORNL_046-M-12-32.5-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.23,12.23,10.067,0.276,0.784,NA,"0000-0003-3518-7795",NA
"c402b8a7-6764-47fa-894b-95b432864b0e","ORNL_053.basePlot.bgc","D07","ORNL","ORNL_053",NA,"2017-11-15T14:45Z","NEON.DOC.014048vJ","ORNL_053-O-35.5-10-20171115",NA,"ORNL_053-O-35.5-10-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.23,7.23,5.546,0.508,0.663,NA,"0000-0003-3518-7795",NA
"e1046b8d-3712-4c21-8ddb-4600824eeb94","ORNL_053.basePlot.bgc","D07","ORNL","ORNL_053",NA,"2017-11-15T14:47Z","NEON.DOC.014048vJ","ORNL_053-M-35.5-10-20171115",NA,"ORNL_053-M-35.5-10-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.15,12.19,10.479,0.205,0.83,NA,"0000-0003-3518-7795",NA
"2fed853d-359c-44e6-98c7-7899161f92dd","ORNL_053.basePlot.bgc","D07","ORNL","ORNL_053",NA,"2017-11-15T14:59Z","NEON.DOC.014048vJ","ORNL_053-O-7.5-7-20171115",NA,"ORNL_053-O-7.5-7-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.2,7.21,5.773,0.402,0.713,NA,"0000-0003-3518-7795",NA
"07ee60aa-ac1e-4fe8-a4f6-48714cf2a817","ORNL_053.basePlot.bgc","D07","ORNL","ORNL_053",NA,"2017-11-15T15:01Z","NEON.DOC.014048vJ","ORNL_053-M-7.5-7-20171115",NA,"ORNL_053-M-7.5-7-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.17,12.17,10.364,0.22,0.819,NA,"0000-0003-3518-7795",NA
"4ba36352-1c2f-49d8-a421-2e9817bdd08d","ORNL_053.basePlot.bgc","D07","ORNL","ORNL_053",NA,"2017-11-15T14:52Z","NEON.DOC.014048vJ","ORNL_053-O-15.5-39-20171115",NA,"ORNL_053-O-15.5-39-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.22,7.29,5.639,0.483,0.674,NA,"0000-0003-3518-7795",NA
"b454ad49-a612-4eaf-868f-4fe386545d76","ORNL_053.basePlot.bgc","D07","ORNL","ORNL_053",NA,"2017-11-15T14:53Z","NEON.DOC.014048vJ","ORNL_053-M-15.5-39-20171115",NA,"ORNL_053-M-15.5-39-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.19,12.25,10.335,0.235,0.81,NA,"0000-0003-3518-7795",NA
"6ddf89c4-f4fc-418d-808a-1069933c6fad","ORNL_043.basePlot.bgc","D07","ORNL","ORNL_043",NA,"2017-11-15T15:10Z","NEON.DOC.014048vJ","ORNL_043-O-21.5-38-20171115",NA,"ORNL_043-O-21.5-38-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.15,7.11,4.729,0.923,0.52,NA,"0000-0003-3518-7795",NA
"6a8f559d-3b64-4554-94f9-042df527ef5d","ORNL_043.basePlot.bgc","D07","ORNL","ORNL_043",NA,"2017-11-15T15:13Z","NEON.DOC.014048vJ","ORNL_043-M-21.5-38-20171115",NA,"ORNL_043-M-21.5-38-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.19,12.14,10.243,0.236,0.809,NA,"0000-0003-3518-7795",NA
"dbe814a6-ec39-4b48-ac60-7f82f049e326","ORNL_043.basePlot.bgc","D07","ORNL","ORNL_043",NA,"2017-11-15T15:18Z","NEON.DOC.014048vJ","ORNL_043-O-4.5-10-20171115",NA,"ORNL_043-O-4.5-10-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.19,7.21,5.385,0.571,0.636,NA,"0000-0003-3518-7795",NA
"b0383cad-6124-4e50-b7c6-bfa27524225d","ORNL_043.basePlot.bgc","D07","ORNL","ORNL_043",NA,"2017-11-15T15:20Z","NEON.DOC.014048vJ","ORNL_043-M-4.5-10-20171115",NA,"ORNL_043-M-4.5-10-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.18,12.19,10.02,0.277,0.783,NA,"0000-0003-3518-7795",NA
"785c9816-b5be-4fd2-8936-e536bd5e5370","ORNL_043.basePlot.bgc","D07","ORNL","ORNL_043",NA,"2017-11-15T15:24Z","NEON.DOC.014048vJ","ORNL_043-O-31.5-1.5-20171115",NA,"ORNL_043-O-31.5-1.5-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.21,7.29,5.02,0.808,0.553,NA,"0000-0003-3518-7795",NA
"979a2e6d-85db-481a-816b-535b1b01696f","ORNL_043.basePlot.bgc","D07","ORNL","ORNL_043",NA,"2017-11-15T15:26Z","NEON.DOC.014048vJ","ORNL_043-M-31.5-1.5-20171115",NA,"ORNL_043-M-31.5-1.5-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.19,12.15,10.518,0.196,0.836,NA,"0000-0003-3518-7795",NA
"fe56f4c9-e32f-4cd9-8153-e92a50a33ac0","ORNL_049.basePlot.bgc","D07","ORNL","ORNL_049",NA,"2017-11-15T16:06Z","NEON.DOC.014048vJ","ORNL_049-O-2-9.5-20171115",NA,"ORNL_049-O-2-9.5-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.15,7.2,5.543,0.488,0.672,NA,"0000-0003-3518-7795",NA
"410ceaa8-5e86-44b8-a2bb-30a83f432cf6","ORNL_049.basePlot.bgc","D07","ORNL","ORNL_049",NA,"2017-11-15T16:11Z","NEON.DOC.014048vJ","ORNL_049-M-2-9.5-20171115",NA,"ORNL_049-M-2-9.5-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.2,12.26,9.604,0.359,0.736,NA,"0000-0003-3518-7795",NA
"367f226b-327d-4492-9541-a8d9e4674cff","ORNL_049.basePlot.bgc","D07","ORNL","ORNL_049",NA,"2017-11-15T16:15Z","NEON.DOC.014048vJ","ORNL_049-O-38-14.5-20171115",NA,"ORNL_049-O-38-14.5-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.2,7.19,5.746,0.407,0.711,NA,"0000-0003-3518-7795",NA
"4625d320-03f3-4bfe-88f0-310bba3da51e","ORNL_049.basePlot.bgc","D07","ORNL","ORNL_049",NA,"2017-11-15T16:16Z","NEON.DOC.014048vJ","ORNL_049-M-38-14.5-20171115",NA,"ORNL_049-M-38-14.5-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.14,12.11,10.327,0.218,0.821,NA,"0000-0003-3518-7795",NA
"11febd40-c3da-4832-8224-0dfb0ac47a51","ORNL_049.basePlot.bgc","D07","ORNL","ORNL_049",NA,"2017-11-15T16:33Z","NEON.DOC.014048vJ","ORNL_049-O-28-35-20171115",NA,"ORNL_049-O-28-35-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.16,7.16,6.017,0.296,0.771,NA,"0000-0003-3518-7795",NA
"c4c43217-b8ce-4767-80de-0ce82feb54ee","ORNL_049.basePlot.bgc","D07","ORNL","ORNL_049",NA,"2017-11-15T16:34Z","NEON.DOC.014048vJ","ORNL_049-M-28-35-20171115",NA,"ORNL_049-M-28-35-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.16,12.2,10.501,0.204,0.831,NA,"0000-0003-3518-7795",NA
"f8e39209-516b-43be-8e4e-96a01d8d9c1e","ORNL_021.basePlot.bgc","D07","ORNL","ORNL_021",NA,"2017-11-15T17:35Z","NEON.DOC.014048vJ","ORNL_021-O-15.5-1.5-20171115",NA,"ORNL_021-O-15.5-1.5-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.22,7.22,5.89,0.362,0.734,NA,"0000-0003-3518-7795",NA
"2d4140fe-8eb2-46b6-92a8-e29bf782aeed","ORNL_021.basePlot.bgc","D07","ORNL","ORNL_021",NA,"2017-11-15T17:39Z","NEON.DOC.014048vJ","ORNL_021-M-15.5-1.5-20171115",NA,"ORNL_021-M-15.5-1.5-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.16,12.13,10.162,0.246,0.803,NA,"0000-0003-3518-7795",NA
"93ee568a-3fbe-40a7-ae92-b4d8d5caa220","ORNL_021.basePlot.bgc","D07","ORNL","ORNL_021",NA,"2017-11-15T17:20Z","NEON.DOC.014048vJ","ORNL_021-O-23-2-20171115",NA,"ORNL_021-O-23-2-20171115-SM","O","2017-11-16T16:45Z","2017-11-27T15:00Z",2.23,7.23,5.894,0.365,0.733,NA,"0000-0003-3518-7795",NA
"1416171b-0331-4bd3-82c0-5fe981e85d32","ORNL_021.basePlot.bgc","D07","ORNL","ORNL_021",NA,"2017-11-15T17:24Z","NEON.DOC.014048vJ","ORNL_021-M-23-2-20171115",NA,"ORNL_021-M-23-2-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.19,12.18,10.19,0.249,0.801,NA,"0000-0003-3518-7795",NA
"2057f6ad-9a34-49f6-8094-e9695d7675c1","ORNL_021.basePlot.bgc","D07","ORNL","ORNL_021",NA,"2017-11-15T17:51Z","NEON.DOC.014048vJ","ORNL_021-M-38-32-20171115",NA,"ORNL_021-M-38-32-20171115-SM","M","2017-11-16T16:45Z","2017-11-27T15:00Z",2.17,12.2,9.9,0.298,0.771,NA,"0000-0003-3518-7795",NA
"15c84d82-25e9-48f0-9544-2ec33295b64a","DELA_005.basePlot.bgc","D08","DELA","DELA_005",NA,"2019-05-13T15:17Z","NEON.DOC.014048vL","DELA_005-M-33.5-6-20190513","A00000081881","DELA_005-M-33.5-6-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:07Z",2.11,12.15,10.16,0.247,0.802,NA,"0000-0002-6443-1841",NA
"1368d0b7-4f7f-4ec7-ad3d-ebd75842e363","DELA_005.basePlot.bgc","D08","DELA","DELA_005",NA,"2019-05-13T15:39Z","NEON.DOC.014048vL","DELA_005-M-35-25.5-20190513","A00000081885","DELA_005-M-35-25.5-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:10Z",2.11,12.19,9.98,0.281,0.781,NA,"0000-0002-6443-1841",NA
"05b0d47a-a9a1-4922-9612-8d0eaa6616ee","DELA_038.basePlot.bgc","D08","DELA","DELA_038",NA,"2019-05-13T15:58Z","NEON.DOC.014048vL","DELA_038-M-5-15-20190513","A00000082234","DELA_038-M-5-15-20190513-SM","M","2019-05-14T13:17Z","2019-05-20T16:08Z",2.1,12.26,8.3,0.639,0.61,NA,"0000-0002-5456-2901",NA
"dd31ed57-b3f0-4e1f-80cf-15e00057cdc5","DELA_005.basePlot.bgc","D08","DELA","DELA_005",NA,"2019-05-13T16:00Z","NEON.DOC.014048vL","DELA_005-M-8-29.5-20190513","A00000081867","DELA_005-M-8-29.5-20190513-SM","M","2019-05-14T13:17Z","2019-05-20T16:09Z",2.08,12.33,10.12,0.275,0.784,NA,"0000-0002-5456-2901",NA
"eaf3f300-1748-4815-b65d-75153ecebeb0","DELA_014.basePlot.bgc","D08","DELA","DELA_014",NA,"2019-05-13T17:02Z","NEON.DOC.014048vL","DELA_014-M-34-23.5-20190513","A00000081886","DELA_014-M-34-23.5-20190513-SM","M","2019-05-14T13:17Z","2019-05-20T16:10Z",2.15,12.35,9.15,0.457,0.686,NA,"0000-0002-5456-2901",NA
"312e77c7-e9ae-410b-90b3-781912c0ca9b","DELA_038.basePlot.bgc","D08","DELA","DELA_038",NA,"2019-05-13T17:07Z","NEON.DOC.014048vL","DELA_038-M-35-28-20190513","A00000082219","DELA_038-M-35-28-20190513-SM","M","2019-05-14T13:17Z","2019-05-20T16:08Z",2.12,12.71,8.29,0.716,0.583,NA,"0000-0002-5456-2901",NA
"92251d0d-7f92-4883-8639-b2fb8bbdc26a","DELA_038.basePlot.bgc","D08","DELA","DELA_038",NA,"2019-05-13T17:25Z","NEON.DOC.014048vL","DELA_038-M-34-8-20190513","A00000082221","DELA_038-M-34-8-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:08Z",2.12,12.11,8.7,0.518,0.659,NA,"0000-0002-6443-1841",NA
"6720796d-cf7c-4908-ac9d-c8e81c7e737f","DELA_014.basePlot.bgc","D08","DELA","DELA_014",NA,"2019-05-13T17:34Z","NEON.DOC.014048vL","DELA_014-M-25-8-20190513","A00000081869","DELA_014-M-25-8-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:10Z",2.15,12.12,9.17,0.42,0.704,NA,"0000-0002-6443-1841",NA
"e2267776-a21f-426f-ad0f-5ef4caf8e12f","DELA_014.basePlot.bgc","D08","DELA","DELA_014",NA,"2019-05-13T18:02Z","NEON.DOC.014048vL","DELA_014-M-4.5-16.5-20190513","A00000081870","DELA_014-M-4.5-16.5-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:10Z",2.11,12.13,8.92,0.471,0.68,NA,"0000-0002-6443-1841",NA
"12558daf-2c62-43d3-8829-135f365c47de","DELA_040.basePlot.bgc","D08","DELA","DELA_040",NA,"2019-05-13T19:12Z","NEON.DOC.014048vL","DELA_040-M-19-6.5-20190513","A00000082223","DELA_040-M-19-6.5-20190513-SM","M","2019-05-14T13:17Z","2019-05-20T16:09Z",2.19,12.88,8.76,0.627,0.615,NA,"0000-0002-5456-2901",NA
"cb9d1c2f-e146-4200-8d04-4522549f189b","DELA_001.basePlot.bgc","D08","DELA","DELA_001",NA,"2019-05-13T19:31Z","NEON.DOC.014048vL","DELA_001-M-33-12.5-20190513","A00000082215","DELA_001-M-33-12.5-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:06Z",2.15,12.2,10.01,0.279,0.782,NA,"0000-0002-6443-1841",NA
"7ec540d1-e44c-45ca-abd6-d68d973ccf21","DELA_040.basePlot.bgc","D08","DELA","DELA_040",NA,"2019-05-13T19:32Z","NEON.DOC.014048vL","DELA_040-M-26-3-20190513","A00000082239","DELA_040-M-26-3-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:09Z",2.11,12.08,9.03,0.441,0.694,NA,"0000-0002-6443-1841",NA
"28c4f45d-7fe1-4421-882a-6eae5236e1cd","DELA_040.basePlot.bgc","D08","DELA","DELA_040",NA,"2019-05-13T20:10Z","NEON.DOC.014048vL","DELA_040-M-34.5-29-20190513","A00000082238","DELA_040-M-34.5-29-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:09Z",2.14,12.14,9.28,0.401,0.714,NA,"0000-0002-6443-1841",NA
"fc58e123-50c1-48d8-9535-c591837b20d4","DELA_001.basePlot.bgc","D08","DELA","DELA_001",NA,"2019-05-13T20:20Z","NEON.DOC.014048vL","DELA_001-M-11-30-20190513","A00000082213","DELA_001-M-11-30-20190513-SM","M","2019-05-14T13:51Z","2019-05-20T16:07Z",2.14,12.15,9.76,0.314,0.761,NA,"0000-0002-6443-1841",NA
"3f4becb1-fea6-42c0-bc2c-c24298eb8021","DELA_001.basePlot.bgc","D08","DELA","DELA_001",NA,"2019-05-13T20:49Z","NEON.DOC.014048vL","DELA_001-M-28.5-39.5-20190513","A00000047604","DELA_001-M-28.5-39.5-20190513-SM","M","2019-05-14T13:17Z","2019-05-20T16:07Z",2.11,12.42,9.98,0.31,0.763,NA,"0000-0002-5456-2901",NA
"6e027516-099a-4d68-999c-bac23dc356e2","DELA_004.basePlot.bgc","D08","DELA","DELA_004",NA,"2019-05-15T15:17Z","NEON.DOC.014048vL","DELA_004-M-19-35.5-20190515","A00000082236","DELA_004-M-19-35.5-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:12Z",2.09,12.05,8.41,0.576,0.635,NA,"0000-0002-8839-6825",NA
"c827137e-b5ee-4bf3-9b24-5e4db65664de","DELA_004.basePlot.bgc","D08","DELA","DELA_004",NA,"2019-05-15T15:25Z","NEON.DOC.014048vL","DELA_004-M-36-32.5-20190515","A00000082233","DELA_004-M-36-32.5-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:12Z",2.16,12.01,9.06,0.428,0.701,NA,"0000-0002-8839-6825",NA
"7d95b524-50f6-4ef7-b251-4b967e1612f4","DELA_004.basePlot.bgc","D08","DELA","DELA_004",NA,"2019-05-15T15:32Z","NEON.DOC.014048vL","DELA_004-M-30.5-3-20190515","A00000082231","DELA_004-M-30.5-3-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:13Z",2.17,12.12,9.71,0.32,0.758,NA,"0000-0002-8839-6825",NA
"6c2d83c1-ac34-4c2c-a7a4-d0bdefe81a2f","DELA_003.basePlot.bgc","D08","DELA","DELA_003",NA,"2019-05-15T16:37Z","NEON.DOC.014048vL","DELA_003-M-14-3.5-20190515","A00000082209","DELA_003-M-14-3.5-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:13Z",2.16,12.14,9.39,0.38,0.724,NA,"0000-0002-8839-6825",NA
"ce947d54-155d-4aca-9634-1b48af85347b","DELA_003.basePlot.bgc","D08","DELA","DELA_003",NA,"2019-05-15T16:59Z","NEON.DOC.014048vL","DELA_003-M-31-26.5-20190515","A00000082229","DELA_003-M-31-26.5-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:13Z",2.18,12.19,8.69,0.538,0.65,NA,"0000-0002-8839-6825",NA
"b86e00de-1e06-4e85-8421-3f276de74c96","DELA_003.basePlot.bgc","D08","DELA","DELA_003",NA,"2019-05-15T17:26Z","NEON.DOC.014048vL","DELA_003-M-12-34.5-20190515","A00000082225","DELA_003-M-12-34.5-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:14Z",2.18,12.25,8.95,0.487,0.672,NA,"0000-0002-8839-6825",NA
"83fd0c92-a6fd-46db-bd1f-2a27c71e80d0","DELA_037.basePlot.bgc","D08","DELA","DELA_037",NA,"2019-05-15T18:35Z","NEON.DOC.014048vL","DELA_037-M-28.5-39.5-20190515","A00000048107","DELA_037-M-28.5-39.5-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:14Z",2.18,12.19,8.96,0.476,0.677,NA,"0000-0002-8839-6825",NA
"25d3b55c-b1c3-429d-b42c-4c186bbdbb62","DELA_037.basePlot.bgc","D08","DELA","DELA_037",NA,"2019-05-15T19:09Z","NEON.DOC.014048vL","DELA_037-M-14-1.5-20190515","A00000082191","DELA_037-M-14-1.5-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:14Z",2.11,12.8,8.98,0.556,0.643,NA,"0000-0002-8528-4289",NA
"edbcef6b-56dd-4dd1-a11e-99a7d4b89b10","DELA_037.basePlot.bgc","D08","DELA","DELA_037",NA,"2019-05-15T19:23Z","NEON.DOC.014048vL","DELA_037-M-30-11-20190515","A00000048528","DELA_037-M-30-11-20190515-SM","M","2019-05-16T13:30Z","2019-05-20T16:14Z",2.13,12.19,9.16,0.431,0.699,NA,"0000-0002-8839-6825",NA
"6eb74b54-e71e-49f1-a189-ab712caac7f3","DELA_005.basePlot.bgc","D08","DELA","DELA_005",NA,"2019-06-03T12:59Z","NEON.DOC.014048vL","DELA_005-M-33.5-6-20190603","A00000081882","DELA_005-M-33.5-6-20190603-SM","M","2019-06-04T12:51Z","2019-06-06T15:55Z",2.22,12.24,10.05,0.28,0.781,NA,"0000-0002-6443-1841",NA
"ff6f0b21-0952-44bb-b57d-f1b4adc0c575","DELA_005.basePlot.bgc","D08","DELA","DELA_005",NA,"2019-06-03T12:55Z","NEON.DOC.014048vL","DELA_005-M-35-25.5-20190603","A00000081884","DELA_005-M-35-25.5-20190603-SM","M","2019-06-04T12:51Z","2019-06-06T15:54Z",2.12,12.5,10.22,0.281,0.78,NA,"0000-0002-6443-1841",NA
"923ba13d-b036-4546-8a1d-231f40fd1d36","DELA_038.basePlot.bgc","D08","DELA","DELA_038",NA,"2019-06-03T13:55Z","NEON.DOC.014048vL","DELA_038-M-5-15-20190603","A00000082222","DELA_038-M-5-15-20190603-SM","M","2019-06-04T12:51Z","2019-06-06T16:15Z",2.17,12.26,7.71,0.821,0.549,NA,"0000-0002-6443-1841",NA
"c9ff078d-81f9-418b-a863-9f26ffb3c5a4","DELA_005.basePlot.bgc","D08","DELA","DELA_005",NA,"2019-06-03T12:48Z","NEON.DOC.014048vL","DELA_005-M-8-29.5-20190603","A00000081883","DELA_005-M-8-29.5-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T16:17Z",2.11,12.26,10.19,0.256,0.796,NA,"0000-0002-5456-2901",NA
"744a06c5-64c3-430e-9271-1c256c728e1a","DELA_014.basePlot.bgc","D08","DELA","DELA_014",NA,"2019-06-03T13:44Z","NEON.DOC.014048vL","DELA_014-M-34-23.5-20190603","A00000082211","DELA_014-M-34-23.5-20190603-SM","M","2019-06-04T12:51Z","2019-06-06T16:18Z",2.17,12.55,9.1,0.498,0.668,NA,"0000-0002-6443-1841",NA
"8e3c4eed-8a49-4e3d-ad61-d8b1a7946c29","DELA_038.basePlot.bgc","D08","DELA","DELA_038",NA,"2019-06-03T13:52Z","NEON.DOC.014048vL","DELA_038-M-35-28-20190603","A00000082190","DELA_038-M-35-28-20190603-SM","M","2019-06-04T12:51Z","2019-06-06T16:13Z",2.21,12.59,8.43,0.669,0.599,NA,"0000-0002-6443-1841",NA
"f35e6848-8d4c-4217-87f1-f22fb29324d1","DELA_038.basePlot.bgc","D08","DELA","DELA_038",NA,"2019-06-03T13:48Z","NEON.DOC.014048vL","DELA_038-M-34-8-20190603","A00000082220","DELA_038-M-34-8-20190603-SM","M","2019-06-04T12:51Z","2019-06-06T16:10Z",2.09,12.53,8.85,0.544,0.648,NA,"0000-0002-6443-1841",NA
"5b065eca-89e8-4802-9116-0e0984e0017e","DELA_014.basePlot.bgc","D08","DELA","DELA_014",NA,"2019-06-03T13:48Z","NEON.DOC.014048vL","DELA_014-M-25-8-20190603","A00000081868","DELA_014-M-25-8-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T15:53Z",2.19,12.36,9.43,0.405,0.712,NA,"0000-0002-5456-2901",NA
"df4a0d02-ce4c-4d3f-91d8-0915eca6b72a","DELA_014.basePlot.bgc","D08","DELA","DELA_014",NA,"2019-06-03T13:39Z","NEON.DOC.014048vL","DELA_014-M-4.5-16.5-20190603","A00000081887","DELA_014-M-4.5-16.5-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T16:14Z",2.15,12.45,9.2,0.461,0.684,NA,"0000-0002-5456-2901",NA
"c9afc75a-c051-4b01-945b-7b3ed089583a","DELA_040.basePlot.bgc","D08","DELA","DELA_040",NA,"2019-06-03T13:16Z","NEON.DOC.014048vL","DELA_040-M-19-6.5-20190603","A00000082240","DELA_040-M-19-6.5-20190603-SM","M","2019-06-04T12:51Z","2019-06-06T16:12Z",2.11,12.53,9.13,0.484,0.674,NA,"0000-0002-6443-1841",NA
"286959bd-c4e8-467e-ae03-ab571fedeb50","DELA_001.basePlot.bgc","D08","DELA","DELA_001",NA,"2019-06-03T12:49Z","NEON.DOC.014048vL","DELA_001-M-33-12.5-20190603","A00000082214","DELA_001-M-33-12.5-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T16:06Z",2.15,12.81,10.59,0.263,0.792,NA,"0000-0002-5456-2901",NA
"2d37febe-9986-47d9-bc66-61b78dc2a990","DELA_040.basePlot.bgc","D08","DELA","DELA_040",NA,"2019-06-03T13:21Z","NEON.DOC.014048vL","DELA_040-M-26-3-20190603","A00000082206","DELA_040-M-26-3-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T16:06Z",2.13,12.86,9.4,0.476,0.678,NA,"0000-0002-5456-2901",NA
"4225f3f8-26cb-47fb-8a8e-d5ad4ccb2a4b","DELA_040.basePlot.bgc","D08","DELA","DELA_040",NA,"2019-06-03T13:24Z","NEON.DOC.014048vL","DELA_040-M-34.5-29-20190603","A00000082189","DELA_040-M-34.5-29-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T16:07Z",2.15,12.49,9.1,0.488,0.672,NA,"0000-0002-5456-2901",NA
"ce8e03f9-211e-459f-a4b2-fd8767b95549","DELA_001.basePlot.bgc","D08","DELA","DELA_001",NA,"2019-06-03T12:45Z","NEON.DOC.014048vL","DELA_001-M-11-30-20190603","A00000082212","DELA_001-M-11-30-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T16:16Z",2.16,12.64,10.36,0.278,0.782,NA,"0000-0002-5456-2901",NA
"09191227-e0a0-49a3-acf2-f4a9a1bc3903","DELA_001.basePlot.bgc","D08","DELA","DELA_001",NA,"2019-06-03T12:59Z","NEON.DOC.014048vL","DELA_001-M-28.5-39.5-20190603","A00000048518","DELA_001-M-28.5-39.5-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T16:13Z",2.17,12.73,10.2,0.315,0.76,NA,"0000-0002-5456-2901",NA
"34b108f7-0967-4a47-bf43-b1a10980fb94","DELA_004.basePlot.bgc","D08","DELA","DELA_004",NA,"2019-06-03T14:09Z","NEON.DOC.014048vL","DELA_004-M-19-35.5-20190603","A00000082235","DELA_004-M-19-35.5-20190603-SM","M","2019-06-04T12:37Z","2019-06-06T15:56Z",2.11,12.94,9.11,0.547,0.646,NA,"0000-0002-5456-2901",NA
