"uid","domainID","siteID","plotID","namedLocation","plotType","nlcdClass","geodeticDatum","decimalLatitude","decimalLongitude","coordinateUncertainty","elevation","elevationUncertainty","collectDate","referenceCorner","sampleDistance","sampleBearing","pitID","testProtocolVersion","soilSamplingMethod","sampleRelativeLocation","pitDepth","recordedByA","soilProfileDescriberA","soilProfileDescriberInst","nrcsDescriptionID","soilSeries","soilFamily","soilSubgroup","soilGreatGroup","soilSuborder","soilOrder","remarks","dataQF"
"ceaf8dd6-3b6f-4482-889c-691924e44bbf","D08","DELA","DELA_005","DELA_005.basePlot.all","distributed","woodyWetlands","WGS84",32.523344,-87.814623,20.2,29.7,0.2,"2015-09-28","SW20",0.2,45,"1139181","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","qj4hyw7i1hGFc3eKeXEb9g==","Natural Resource Conservation Service","S2015AL063016","Chenneby","Fine-silty, mixed, active, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols","",NA
"6aa65ace-b492-4f3c-938b-1bcb1ee7abac","D08","DELA","DELA_028","DELA_028.basePlot.all","distributed","evergreenForest","WGS84",32.535516,-87.811465,20.2,27.3,0.3,"2015-09-29","SW20",0.2,45,"1139169","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","khnyfeTHrVrgpJfeFWm+cA==","Natural Resource Conservation Service","S2015AL063007","Angie","Fine, mixed, semiactive, thermic Aquic Paleudults","aquic paleudults","paleudults","udults","ultisols","NEON Deadlake DELA028 Greene County, AL",NA
"d46af9f4-fa9c-4ea8-91b6-26983fc3eb8e","D08","DELA","DELA_025","DELA_025.basePlot.all","distributed","evergreenForest","WGS84",32.535525,-87.809899,20.2,26.6,0.4,"2015-09-29","SW20",0.2,45,"1139173","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","fOtnUZLa3DxnCsn46Zljdw==","Natural Resource Conservation Service","S2015AL063006","Angie-like","Fine, mixed, semiactive, thermic Aquic Paleudults","aquic paleudults","paleudults","udults","ultisols","",NA
"06e34634-bda8-4ba4-8928-44073947adfa","D08","DELA","DELA_023","DELA_023.basePlot.all","distributed","woodyWetlands","WGS84",32.541444,-87.812539,20.1,23.9,0.2,"2015-09-30","SW20",0.2,45,"1139178","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",90,"fOtnUZLa3DxnCsn46Zljdw==","J/57wD1kwBPCtVh8robIhQ==","Natural Resource Conservation Service","S2015AL063004","Angie","Fine, mixed, semiactive, thermic Aquic Paleudults","aquic paleudults","paleudults","udults","ultisols","",NA
"f14f3026-5866-404f-8ac8-ef0ded0d15a8","D08","DELA","DELA_008","DELA_008.basePlot.all","distributed","woodyWetlands","WGS84",32.540079,-87.814097,20.1,21.5,0.1,"2015-09-30","SW20",0.2,45,"1139167","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",97,"fOtnUZLa3DxnCsn46Zljdw==","J/57wD1kwBPCtVh8robIhQ==","Natural Resource Conservation Service","S2015AL063003","Bethera","Fine, mixed, semiactive, thermic Typic Paleaquults","typic paleaquults","paleaquults","aquults","ultisols","Black Warrior River Alluvium Valley",NA
"f7b62f61-850a-4e60-8395-9168a7733821","D08","DELA","DELA_002","DELA_002.basePlot.all","distributed","woodyWetlands","WGS84",32.532488,-87.818528,20.2,28.5,0.3,"2015-09-30","SW20",0.2,45,"1139179","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",90,"fOtnUZLa3DxnCsn46Zljdw==","J/57wD1kwBPCtVh8robIhQ==","Natural Resource Conservation Service","S2015AL063021","Annemaine","Fine, mixed, semiactive, thermic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","",NA
"44360f28-8734-4d0d-86fe-1007aba51dc1","D08","DELA","DELA_009","DELA_009.basePlot.all","distributed","woodyWetlands","WGS84",32.534097,-87.816944,20.2,26.7,0.2,"2015-09-30","SW20",0.2,45,"1139180","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","J/57wD1kwBPCtVh8robIhQ==","Natural Resource Conservation Service","S2015AL063002","Annemaine","Fine, mixed, semiactive, thermic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","",NA
"055ff31d-d747-45ca-9b92-821e86713e74","D08","DELA","DELA_029","DELA_029.basePlot.all","distributed","evergreenForest","WGS84",32.529805,-87.810518,20.2,27.4,0.3,"2015-09-30","SW20",0.2,45,"1139176","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","FUFc1SqXASsxEo/nLcO7ig==","Natural Resource Conservation Service","S2015AL063010","Cahaba","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","typic hapludults","hapludults","udults","ultisols","(Dela 29) Dead Lake Army Corps of Engineers in Greene County Alabama. NEON site.",NA
"49512ee5-f566-48f0-badb-5b0507a20d04","D08","DELA","DELA_041","DELA_041.basePlot.all","tower","deciduousForest","WGS84",32.540703,-87.807742,20.1,23.9,0.2,"2015-10-01","SW20",0.2,45,"1139200","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","8YzCYQM53T026k7mmt7tHw==","Natural Resource Conservation Service","S2015AL063014","Leaf","Fine, mixed, active, thermic Typic Albaquults","typic albaquults","albaquults","aquults","ultisols","",NA
"52feab67-04bb-444a-b3ee-98421038de43","D08","DELA","DELA_010","DELA_010.basePlot.all","distributed","woodyWetlands","WGS84",32.540456,-87.800089,20.1,23.7,0.2,"2015-10-01","SW20",0.2,45,"1139172","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","khnyfeTHrVrgpJfeFWm+cA==","Natural Resource Conservation Service","S2015AL063008","Cahaba-like","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","typic hapludults","hapludults","udults","ultisols","",NA
"dec39c32-6284-4793-8e60-fe2d57030d85","D08","DELA","DELA_037","DELA_037.basePlot.all","tower","woodyWetlands","WGS84",32.539626,-87.801969,20.2,27.7,0.2,"2015-10-01","SW20",0.2,45,"1139171","Field Book for Describing and Sampling Soils ver3","soil core","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","khnyfeTHrVrgpJfeFWm+cA==","Natural Resource Conservation Service","S2015AL063011","Wehadkee","Fine-loamy, mixed, active, nonacid, thermic Fluvaquentic Endoaquepts","fluvaquentic endoaquepts","endoaquepts","aquepts","inceptisols","NEON Deadlake DELA037 Greene County, AL",NA
"d99d5714-757a-427e-946f-2bfdce6a33bd","D08","DELA","DELA_020","DELA_020.basePlot.all","distributed","woodyWetlands","WGS84",32.538831,-87.80134,20.2,25,0.2,"2015-10-01","SW20",0.2,45,"1139177","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","FUFc1SqXASsxEo/nLcO7ig==","Natural Resource Conservation Service","S2015AL063009","Cahaba","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","typic hapludults","hapludults","udults","ultisols","(Dela 20) Dead Lake Army Corps of Engineers in Greene County Alabama. NEON site.",NA
"8cce7d86-7694-4b4a-81a2-e659b06a2aab","D08","DELA","DELA_038","DELA_038.basePlot.all","tower","woodyWetlands","WGS84",32.542291,-87.806805,20.1,25.6,0.1,"2015-10-01","SW20",0.2,45,"1139170","Field Book for Describing and Sampling Soils ver3","soil core","Center of pit",100,"fOtnUZLa3DxnCsn46Zljdw==","8aDnSHd7TQ0=","Natural Resource Conservation Service","S2015AL063012","Leaf","Fine, mixed, active, thermic Typic Albaquults","typic albaquults","albaquults","aquults","ultisols","",NA
"71d04816-ca58-4f15-867b-e3e1621c180b","D08","DELA","DELA_040","DELA_040.basePlot.all","tower","woodyWetlands","WGS84",32.53881,-87.804512,20.1,33.9,0.2,"2015-10-01","SW20",0.2,45,"1139201","Field Book for Describing and Sampling Soils ver3","soil pit","Center of meter square",101,"pFq4Z22TAryVYcI9+6FXO7qQU3gHNsw3C6nQ9qZo5kJEu9Hx+uJyFw==","8YzCYQM53T026k7mmt7tHw==","Natural Resource Conservation Service","S2015AL063013","Tawcaw","Fine, kaolinitic, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols","",NA
"215cb678-9e8f-447c-87d1-6ffbf67a6168","D08","DELA","DELA_014","DELA_014.basePlot.all","distributed","evergreenForest","WGS84",32.529787,-87.818196,20.2,27.5,0.3,"2015-10-01","SW20",0.2,45,"1139165","Field Book for Describing and Sampling Soils ver3","soil pit","Center of pit",90,"fOtnUZLa3DxnCsn46Zljdw==","J/57wD1kwBPCtVh8robIhQ==","Natural Resource Conservation Service","S2015AL063015","Lenoir","Fine, mixed, semiactive, thermic Aeric Paleaquults","aeric paleaquults","paleaquults","aquults","ultisols","Black Warrior River Alluvium Valley",NA
"be9f33c8-cf78-40cf-af88-47ec9e7b28e9","D08","LENO","LENO_012","LENO_012.basePlot.all","distributed","woodyWetlands","WGS84",31.808121,-88.179966,20.2,10.8,0.5,"2018-07-19","SW20",0.2,225,"1296893","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"CGeKVIiqWzu45wamDzEKXA==","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023012","Urbo","Fine, mixed, active, acid, thermic Vertic Epiaquepts","vertic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"a61d5d62-00b1-47e6-b363-d666c844950d","D08","LENO","LENO_020","LENO_020.basePlot.all","distributed","woodyWetlands","WGS84",31.824782,-88.192503,20.3,14.8,0.3,"2018-07-19","SW20",0.2,225,"1296902","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"IjCDuXQPots=","khnyfeTHrVpQyJFOJnKXAQ==","Natural Resource Conservation Service","S2018AL023020","Lenoir","Fine, mixed, semiactive, thermic Aeric Paleaquults","aeric paleaquults","paleaquults","aquults","ultisols",NA,NA
"b9c9c050-2746-4114-9d6a-43a821379b82","D08","LENO","LENO_021","LENO_021.basePlot.all","distributed","deciduousForest","WGS84",31.83445,-88.170168,20.2,20.1,0.4,"2018-07-20","SW20",0.2,225,"1296899","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"IjCDuXQPots=","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023021","Mooreville","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"12d7c5d2-3c3e-4eb6-81c3-811aa8ae3e61","D08","LENO","LENO_011","LENO_011.basePlot.all","distributed","woodyWetlands","WGS84",31.825951,-88.183041,20.2,16.7,0.2,"2018-07-20","SW20",0.2,135,"1296900","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"IjCDuXQPots=","khnyfeTHrVpQyJFOJnKXAQ==","Natural Resource Conservation Service","S2018AL023011","Mooreville","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"c15726b3-87a2-4f70-bfeb-ddbe0af7b896","D08","LENO","LENO_029","LENO_029.basePlot.all","distributed","deciduousForest","WGS84",31.830931,-88.171036,20.2,12.8,0.2,"2018-07-21","SW20",0.2,225,"1296904","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"IjCDuXQPots=","82Rtp+bLfz8=","Natural Resource Conservation Service","S2018AL023029","Riverview","Fine-loamy, mixed, active, thermic Fluventic Dystrudepts","fluventic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"da9bab6a-85b1-45a2-b469-d1a8a4b3e45e","D08","LENO","LENO_017","LENO_017.basePlot.all","distributed","woodyWetlands","WGS84",31.841761,-88.16834,20.2,15.1,0.2,"2018-07-22","SW20",0.2,225,"1296896","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"IjCDuXQPots=","khnyfeTHrVpQyJFOJnKXAQ==","Natural Resource Conservation Service","S2018AL023017","Mooreville","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"65876d1f-8ff7-4c78-92a3-dff80d2302cd","D08","LENO","LENO_016","LENO_016.basePlot.all","distributed","woodyWetlands","WGS84",31.817833,-88.184533,20.1,10.2,0.1,"2018-07-23","SW20",0.2,225,"1296894","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"CGeKVIiqWzu45wamDzEKXA==","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023016","Urbo","Fine, mixed, active, acid, thermic Vertic Epiaquepts","vertic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"9f0a7256-f44e-48e8-b5d7-85a5c2241438","D08","LENO","LENO_006","LENO_006.basePlot.all","distributed","woodyWetlands","WGS84",31.814261,-88.18736,20.2,11.6,0.2,"2018-07-23","SW20",0.2,225,"1296892","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"CGeKVIiqWzu45wamDzEKXA==","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023006","Urbo","Fine, mixed, active, acid, thermic Vertic Epiaquepts","vertic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"ff0c5c75-93f8-4b27-8eff-e69bd4798856","D08","LENO","LENO_002","LENO_002.basePlot.all","distributed","woodyWetlands","WGS84",31.806907,-88.19388,20.2,10.9,0.3,"2018-07-23","SW20",0.2,225,"1182549","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"F9eZEgwRDaElc+CMsR6fArBeu9Z9muA47hTVoYm41K7UsJ3kMZ6MDSLuqCyjm16N","svqWcR0MQRaWOJ8ZBBCrWQAQazB0FH5ckaegU0sm3vY+2nGToXOHFf73unqiHi5y","Natural Resource Conservation Service","S2018AL023002","Urbo","Fine, mixed, active, acid, thermic Vertic Epiaquepts","vertic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"56b85b01-b6a7-40df-8618-9dba93c822c7","D08","LENO","LENO_003","LENO_003.basePlot.all","distributed","deciduousForest","WGS84",31.808316,-88.188214,20.2,10.3,0.2,"2018-07-23","SW20",0.2,225,"1182550","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"F9eZEgwRDaElc+CMsR6fArBeu9Z9muA47hTVoYm41K7UsJ3kMZ6MDSLuqCyjm16N","svqWcR0MQRaWOJ8ZBBCrWQAQazB0FH5ckaegU0sm3vY+2nGToXOHFf73unqiHi5y","Natural Resource Conservation Service","S2018AL023003","Mooreville","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"582c902f-00e3-450c-9795-49f3c0e1022f","D08","LENO","LENO_014","LENO_014.basePlot.all","distributed","woodyWetlands","WGS84",31.810649,-88.199025,20.2,8.7,0.3,"2018-07-24","SW20",0.2,225,"1182552","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"IjCDuXQPots=","svqWcR0MQRaWOJ8ZBBCrWQAQazB0FH5ckaegU0sm3vY+2nGToXOHFf73unqiHi5y","Natural Resource Conservation Service","S2018AL023014","Urbo","Fine, mixed, active, acid, thermic Vertic Epiaquepts","vertic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"901e8ee8-461e-417e-a199-ad7ac9b25084","D08","LENO","LENO_009","LENO_009.basePlot.all","distributed","woodyWetlands","WGS84",31.811628,-88.181313,20.2,15.4,0.3,"2018-07-24","SW20",0.2,225,"1296898","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"CGeKVIiqWzu45wamDzEKXA==","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023009","Mooreville","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"5f078dba-7fb5-4342-8b0b-819c1d03e6de","D08","LENO","LENO_007","LENO_007.basePlot.all","distributed","deciduousForest","WGS84",31.812513,-88.202235,20.3,13.8,0.3,"2018-07-24","SW20",0.2,225,"1182551","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"F9eZEgwRDaElc+CMsR6fArBeu9Z9muA47hTVoYm41K7UsJ3kMZ6MDSLuqCyjm16N","F9eZEgwRDaElc+CMsR6fArBeu9Z9muA47hTVoYm41K7UsJ3kMZ6MDSLuqCyjm16N","Natural Resource Conservation Service","S2018AL023007","Una","Fine, mixed, active, acid, thermic Typic Epiaquepts","typic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"1d34a8d0-0f74-424c-8a2c-314731bb8913","D08","LENO","LENO_023","LENO_023.basePlot.all","distributed","deciduousForest","WGS84",31.808936,-88.17998,20.3,18.7,0.7,"2018-07-25","SW20",0.2,195,"1296901","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"svqWcR0MQRaWOJ8ZBBCrWQAQazB0FH5ckaegU0sm3vY+2nGToXOHFf73unqiHi5y","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023023","Riverview","Fine-loamy, active, thermic Fluventic Dystrudepts","fluventic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"fce10cad-fcd4-4d4f-84a6-c835fe109a10","D08","LENO","LENO_015","LENO_015.basePlot.all","distributed","woodyWetlands","WGS84",31.815893,-88.191497,20.2,15.3,0.4,"2018-07-25","SW20",0.2,225,"1296897","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"CGeKVIiqWzu45wamDzEKXA==","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023015","Mooreville","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","fluvaquentic dystrudepts","dystrudepts","udepts","inceptisols",NA,NA
"a0cf2424-e8bb-44b2-8391-e645785e86b6","D08","LENO","LENO_022","LENO_022.basePlot.all","distributed","deciduousForest","WGS84",31.815459,-88.204159,20.2,17,0.2,"2018-07-25","SW20",0.2,225,"1182553","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"svqWcR0MQRaWOJ8ZBBCrWQAQazB0FH5ckaegU0sm3vY+2nGToXOHFf73unqiHi5y","F9eZEgwRDaElc+CMsR6fArBeu9Z9muA47hTVoYm41K7UsJ3kMZ6MDSLuqCyjm16N","Natural Resource Conservation Service","S2018AL023022","Mantachie","Fine-loamy, siliceous, active, acid, thermic Fluventic Endoaquepts","fluventic endoaquepts","endoaquepts","aquepts","inceptisols",NA,NA
"7c7f6f20-35e0-4d4a-aa79-1f3291d18e25","D08","LENO","LENO_019","LENO_019.basePlot.all","distributed","woodyWetlands","WGS84",31.818791,-88.194684,20.3,12,0.4,"2018-07-25","SW20",0.2,225,"1296895","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"CGeKVIiqWzu45wamDzEKXA==","Th4/1R6ksr7CW42i0cY+bQ8CzC54qBCJ","Natural Resource Conservation Service","S2018AL023019","Urbo","Fine, mixed, active, acid, thermic Vertic Epiaquepts","vertic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"101cb68e-ad98-4366-b359-3e3cdf4ffe48","D08","LENO","LENO_027","LENO_027.basePlot.all","distributed","deciduousForest","WGS84",31.817949,-88.202248,20.3,15.1,0.5,"2018-07-25","SW20",0.2,225,"1182554","Field Book for Describing and Sampling Soils ver3","soil pit","Center or pit",100,"svqWcR0MQRaWOJ8ZBBCrWQAQazB0FH5ckaegU0sm3vY+2nGToXOHFf73unqiHi5y","svqWcR0MQRaWOJ8ZBBCrWQAQazB0FH5ckaegU0sm3vY+2nGToXOHFf73unqiHi5y","Natural Resource Conservation Service","S2018AL023027","Urbo","Fine, mixed, active, acid, thermic Vertic Epiaquepts","vertic epiaquepts","epiaquepts","aquepts","inceptisols",NA,NA
"5d35aa0a-1624-4aa2-8906-c4b38789186d","D08","TALL","TALL_031","TALL_031.basePlot.all","distributed","evergreenForest","WGS84",32.899318,-87.389038,20.2,134.8,0.2,"2016-03-07","SW40",0.2,45,"1082100","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"hO55c3fIsf9PfW/NJ4sc/Q==","qj4hyw7i1hFDaa/gBbO33QXzYQsJ7J5JMaE73Lack62Mr8cvw01jW7NbiZ85yU4o","Natural Resource Conservation Service","S2016AL007031","","","","","","","Talladega National Forest; Neon Sampling site",NA
"dfacbaac-b1e0-4871-b277-647521e89b40","D08","TALL","TALL_024","TALL_024.basePlot.all","distributed","deciduousForest","WGS84",32.924116,-87.421557,20.2,135,0.3,"2016-03-07","SW40",0.2,45,"1157604","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"F1q+iLdSAMu1QnfB0e1WrA==","Th4/1R6ksr6JUbWLllyOPip7G+nDIuVjAkm/I4/jORS+8KBwSWYbsA==","Natural Resource Conservation Service","S2016AL007024","","","","","","","Talladega National Forest in Bibb and Hale County Alabama.",NA
"d09007fe-4462-4885-9f88-ae3940557fa5","D08","TALL","TALL_044","TALL_044.basePlot.all","tower","evergreenForest","WGS84",32.952869,-87.397604,20.2,130.1,0.2,"2016-03-07","SW40",0.2,45,"1105530","Field Book for Describing and Sampling Soils ver3","soil core","Center of Pit",100,"Y2/rMpIqaArUG3Z6x+Gdbw==","Yu7e8sWleq/3kK2+Q7Jz+w==","Natural Resource Conservation Service","S2016AL007044","","","","","","","Talladega National Forest; Neon Sampling site",NA
"72ca57db-857d-44d9-af49-3d2ec4ba6d2b","D08","TALL","TALL_020","TALL_020.basePlot.all","distributed","evergreenForest","WGS84",32.955991,-87.426831,20.2,126.2,0.2,"2016-03-07","SW40",0.2,45,"1157599","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"F1q+iLdSAMu1QnfB0e1WrA==","Th4/1R6ksr6JUbWLllyOPip7G+nDIuVjAkm/I4/jORS+8KBwSWYbsA==","Natural Resource Conservation Service","S2016AL007020","","","","","","","Talladega National Forest in Bibb and Hale County Alabama.",NA
"f9903838-b36f-42a8-b359-4e6df1431842","D08","TALL","TALL_015","TALL_015.basePlot.all","distributed","deciduousForest","WGS84",32.916736,-87.43788,20.3,114.8,0.4,"2016-03-07","SW40",0.2,45,"1163003","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"YMIdtzDuE9vusGuQBUevMw==","oCaIkwLGcDQnoIOKSEfS/iIxZM24nvCe","Natural Resource Conservation Service","S2016AL007015","Maubila","Fine, mixed, subactive, thermic Aquic Hapludults","aquic hapludults","hapludults","udults","ultisols","Talladega National Forest",NA
"e1035c60-ee56-41ef-94e9-8864b2820605","D08","TALL","TALL_025","TALL_025.basePlot.all","distributed","mixedForest","WGS84",32.899579,-87.396413,20.3,112.5,0.4,"2016-03-08","SW40",0.2,45,"1082101","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"hO55c3fIsf9PfW/NJ4sc/Q==","qj4hyw7i1hFDaa/gBbO33QXzYQsJ7J5JMaE73Lack62Mr8cvw01jW7NbiZ85yU4o","Natural Resource Conservation Service","S2016AL007025","","","","","","","Talladega National Forest; Neon Sampling site",NA
"2910ad73-17c7-4bea-b9a4-f485fbef851f","D08","TALL","TALL_023","TALL_023.basePlot.all","distributed","deciduousForest","WGS84",32.929574,-87.411964,20.2,115.7,0.3,"2016-03-08","SW40",0.2,45,"1157600","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",48,"F1q+iLdSAMu1QnfB0e1WrA==","Th4/1R6ksr6JUbWLllyOPip7G+nDIuVjAkm/I4/jORS+8KBwSWYbsA==","Natural Resource Conservation Service","S2016AL007023","","","","","","","Talladega National Forest in Bibb and Hale County Alabama.",NA
"da4c642c-9ad7-4b04-a17a-db47ce0e574e","D08","TALL","TALL_012","TALL_012.basePlot.all","distributed","mixedForest","WGS84",32.919031,-87.397461,20.2,138.6,0.2,"2016-03-08","SW20",0.2,225,"1105533","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"Y2/rMpIqaArUG3Z6x+Gdbw==","Yu7e8sWleq/3kK2+Q7Jz+w==","Natural Resource Conservation Service","S2016AL007012","","","","","","","Talladega National Forest; Neon Sampling site",NA
"7266c7e5-ab45-49df-96ca-46af0d588725","D08","TALL","TALL_005","TALL_005.basePlot.all","distributed","mixedForest","WGS84",32.897128,-87.397349,20.2,119.9,0.2,"2016-03-08","SW40",0.2,45,"1082102","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"hO55c3fIsf9PfW/NJ4sc/Q==","qj4hyw7i1hFDaa/gBbO33QXzYQsJ7J5JMaE73Lack62Mr8cvw01jW7NbiZ85yU4o","Natural Resource Conservation Service","S2016AL007005","","","","","","","Talladega National Forest; Neon Sampling site",NA
"a5c44428-13ea-49b2-8586-5fafb367c202","D08","TALL","TALL_004","TALL_004.basePlot.all","distributed","evergreenForest","WGS84",32.957884,-87.432613,20.1,132,0.1,"2016-03-08","SW40",0.2,45,"1157597","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"F1q+iLdSAMu1QnfB0e1WrA==","gXMntBNrIDE7gnKIyN2WLc7wZvAzw/SNNBYp7TDU6mo=","Natural Resource Conservation Service","S2016AL007004","Wadley","Loamy, siliceous, subactive, thermic Grossarenic Paleudults","grossarenic paleudults","paleudults","udults","ultisols","Talladega National Forest in Bibb and Hale County Alabama.",NA
"f17a54aa-2b1c-46c8-bcb2-150b44f2ccd2","D08","TALL","TALL_032","TALL_032.basePlot.all","distributed","mixedForest","WGS84",32.910314,-87.420828,20.2,124.1,0.3,"2016-03-08","SW40",0.2,45,"1163001","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"YMIdtzDuE9vusGuQBUevMw==","oCaIkwLGcDQnoIOKSEfS/iIxZM24nvCe","Natural Resource Conservation Service","S2016AL007032","Wadley","Loamy, siliceous, subactive, thermic Grossarenic Paleudults","grossarenic paleudults","paleudults","udults","ultisols","Talladega National Forest in Bibb and Hale County Alabama.",NA
"62c4ac47-27b2-4b40-acfd-6582478d8776","D08","TALL","TALL_030","TALL_030.basePlot.all","distributed","mixedForest","WGS84",32.95449,-87.403416,20.2,92.9,0.2,"2016-03-08","SW40",0.2,45,"1105534","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"Y2/rMpIqaArUG3Z6x+Gdbw==","Yu7e8sWleq/3kK2+Q7Jz+w==","Natural Resource Conservation Service","S2016AL007030","","","","","","","Talladega National Forest; Neon Sampling site",NA
"c589b495-3f09-4274-b4bc-8e77b0e8cb69","D08","TALL","TALL_010","TALL_010.basePlot.all","distributed","deciduousForest","WGS84",32.926832,-87.418701,20.2,124.7,0.3,"2016-03-08","SW40",0.2,45,"1157602","Field Book for Describing and Sampling Soils ver3","soil pit","Center of Pit",100,"hO55c3fIsf9PfW/NJ4sc/Q==","Th4/1R6ksr6JUbWLllyOPip7G+nDIuVjAkm/I4/jORS+8KBwSWYbsA==","Natural Resource Conservation Service","S2016AL007010","","","","","","","Talladega National Forest; Neon Sampling site",NA
